gene	canonical_length	longest_length
SIGIRR	411	411
SIGLEC1	1710	1710
SIGLEC10	698	698
SIGLEC11	603	699
SIGLEC12	596	596
SIGLEC14	397	397
SIGLEC15	329	329
SIGLEC16	0	0
SIGLEC17P	0	0
SIGLEC5	552	552
SIGLEC6	454	454
SIGLEC7	468	468
SIGLEC8	500	500
SIGLEC9	464	480
SIGLECL1	198	198
SIGMAR1	224	224
SIK1	784	784
SIK2	927	927
SIK3	1322	1322
SIKE1	212	212
SIL1	462	462
SIM1	767	767
SIM2	668	668
SIMC1	458	892
SIN3A	1274	1274
SIN3B	1163	1163
SIPA1	1043	1043
SIPA1L1	1805	1805
SIPA1L2	1723	1723
SIPA1L3	1782	1782
SIRPA	505	509
SIRPB1	399	399
SIRPB2	343	343
SIRPD	198	198
SIRPG	388	388
SIRPG-AS1	0	0
SIRT1	748	748
SIRT2	390	390
SIRT3	400	400
SIRT4	315	315
SIRT5	311	311
SIRT6	356	356
SIRT7	401	401
SIT1	197	197
SIVA1	176	176
SIX1	285	285
SIX2	292	292
SIX3	333	333
SIX3-AS1	0	0
SIX4	782	782
SIX5	740	740
SIX6	247	247
SKA1	256	256
SKA2	122	122
SKA3	413	413
SKAP1	360	360
SKAP2	360	360
SKI	729	729
SKIDA1	909	909
SKIL	685	685
SKINT1L	0	0
SKIV2L	1247	1247
SKIV2L2	1043	1043
SKOR1	869	869
SKOR2	1016	1016
SKP1	164	164
SKP1P2	0	0
SKP2	425	425
SLA	317	317
SLA2	262	262
SLAIN1	591	591
SLAIN2	582	582
SLAMF1	336	358
SLAMF6	333	333
SLAMF7	336	336
SLAMF8	286	286
SLAMF9	290	290
SLBP	271	271
SLC10A1	350	350
SLC10A2	349	349
SLC10A3	478	478
SLC10A4	438	438
SLC10A5	439	439
SLC10A6	378	378
SLC10A7	341	359
SLC11A1	551	551
SLC11A2	591	591
SLC12A1	1100	1100
SLC12A2	1213	1213
SLC12A3	1031	1031
SLC12A4	1080	1088
SLC12A5	1140	1140
SLC12A6	1151	1151
SLC12A7	1084	1084
SLC12A8	715	715
SLC12A9	915	915
SLC13A1	596	596
SLC13A2	642	642
SLC13A3	603	603
SLC13A4	627	628
SLC13A5	569	569
SLC14A1	446	446
SLC14A2	921	921
SLC15A1	709	709
SLC15A2	730	730
SLC15A3	582	582
SLC15A4	578	578
SLC15A5	580	580
SLC16A1	501	501
SLC16A10	516	516
SLC16A11	472	472
SLC16A12	517	517
SLC16A12-AS1	0	0
SLC16A13	427	427
SLC16A14	511	511
SLC16A1-AS1	0	0
SLC16A2	540	540
SLC16A3	466	466
SLC16A4	488	488
SLC16A5	506	506
SLC16A6	524	524
SLC16A7	479	479
SLC16A8	505	505
SLC16A9	510	510
SLC17A1	468	468
SLC17A2	437	479
SLC17A3	499	499
SLC17A4	498	498
SLC17A5	496	496
SLC17A6	583	583
SLC17A7	561	561
SLC17A8	590	590
SLC17A9	437	437
SLC18A1	526	526
SLC18A2	515	515
SLC18A3	533	533
SLC18B1	457	457
SLC19A1	592	592
SLC19A2	498	498
SLC19A3	497	497
SLC1A1	525	525
SLC1A2	575	575
SLC1A3	543	543
SLC1A4	533	533
SLC1A5	542	542
SLC1A6	565	565
SLC1A7	561	620
SLC20A1	680	680
SLC20A2	653	653
SLC22A1	555	555
SLC22A10	542	542
SLC22A11	551	551
SLC22A12	520	554
SLC22A13	552	552
SLC22A14	595	595
SLC22A15	548	548
SLC22A16	578	578
SLC22A17	539	539
SLC22A18	425	510
SLC22A18AS	254	254
SLC22A2	556	556
SLC22A20	350	350
SLC22A23	687	687
SLC22A24	553	553
SLC22A25	548	548
SLC22A3	557	557
SLC22A31	339	339
SLC22A4	552	552
SLC22A5	558	582
SLC22A6	564	564
SLC22A7	549	549
SLC22A8	543	543
SLC22A9	554	554
SLC23A1	603	603
SLC23A2	651	651
SLC23A3	619	619
SLC24A1	1100	1100
SLC24A2	662	662
SLC24A3	645	645
SLC24A4	623	623
SLC24A5	501	501
SLC25A1	312	319
SLC25A10	407	407
SLC25A11	315	315
SLC25A12	679	679
SLC25A13	677	677
SLC25A14	354	354
SLC25A15	302	302
SLC25A16	333	333
SLC25A17	308	308
SLC25A18	316	316
SLC25A19	321	321
SLC25A2	302	302
SLC25A20	302	302
SLC25A21	300	300
SLC25A21-AS1	0	0
SLC25A22	324	324
SLC25A23	469	469
SLC25A24	478	478
SLC25A25	504	516
SLC25A25-AS1	0	0
SLC25A26	275	275
SLC25A27	324	324
SLC25A28	365	365
SLC25A29	304	304
SLC25A3	363	363
SLC25A30	292	292
SLC25A30-AS1	0	0
SLC25A31	316	316
SLC25A32	316	316
SLC25A33	322	322
SLC25A34	305	305
SLC25A35	296	301
SLC25A36	312	312
SLC25A37	339	339
SLC25A38	305	305
SLC25A39	360	360
SLC25A3P1	0	0
SLC25A4	299	299
SLC25A40	339	339
SLC25A41	371	371
SLC25A42	319	319
SLC25A43	342	342
SLC25A44	315	323
SLC25A45	289	289
SLC25A46	419	419
SLC25A47	309	309
SLC25A48	158	158
SLC25A5	299	299
SLC25A51	298	298
SLC25A51P1	0	0
SLC25A52	308	308
SLC25A53	308	308
SLC25A5-AS1	0	0
SLC25A6	299	299
SLC26A1	702	702
SLC26A10	564	564
SLC26A11	607	607
SLC26A2	740	740
SLC26A3	765	765
SLC26A4	781	781
SLC26A4-AS1	0	0
SLC26A5	745	745
SLC26A6	760	760
SLC26A7	664	664
SLC26A8	971	971
SLC26A9	888	888
SLC27A1	647	647
SLC27A2	621	621
SLC27A3	731	731
SLC27A4	644	644
SLC27A5	691	691
SLC27A6	620	620
SLC28A1	650	650
SLC28A2	659	659
SLC28A3	692	692
SLC29A1	536	536
SLC29A2	457	457
SLC29A3	476	476
SLC29A4	531	531
SLC2A1	493	493
SLC2A10	542	542
SLC2A11	500	536
SLC2A12	618	618
SLC2A13	649	649
SLC2A14	521	536
SLC2A1-AS1	0	0
SLC2A2	525	525
SLC2A3	497	497
SLC2A4	510	510
SLC2A4RG	388	388
SLC2A5	502	502
SLC2A6	508	508
SLC2A7	513	513
SLC2A8	478	478
SLC2A9	541	541
SLC30A1	508	508
SLC30A10	486	486
SLC30A2	373	373
SLC30A3	389	389
SLC30A4	430	430
SLC30A5	766	766
SLC30A6	502	502
SLC30A7	377	377
SLC30A8	370	370
SLC30A9	569	569
SLC31A1	191	191
SLC31A2	144	144
SLC32A1	526	526
SLC33A1	550	550
SLC34A1	640	640
SLC34A2	691	691
SLC34A3	600	600
SLC35A1	338	338
SLC35A2	397	422
SLC35A3	368	368
SLC35A4	325	325
SLC35A5	425	425
SLC35B1	360	360
SLC35B2	433	433
SLC35B3	402	402
SLC35B4	332	332
SLC35C1	352	365
SLC35C2	366	395
SLC35D1	356	356
SLC35D2	338	338
SLC35D3	417	417
SLC35E1	411	411
SLC35E2	267	267
SLC35E2B	406	406
SLC35E3	314	314
SLC35E4	351	351
SLC35F1	409	409
SLC35F2	375	375
SLC35F3	491	491
SLC35F4	485	486
SLC35F5	524	537
SLC35F6	372	372
SLC35G1	366	366
SLC35G2	413	413
SLC35G3	339	339
SLC35G4	339	339
SLC35G5	339	339
SLC35G6	339	339
SLC36A1	477	477
SLC36A2	484	484
SLC36A3	471	512
SLC36A4	505	505
SLC37A1	534	534
SLC37A2	506	506
SLC37A3	495	495
SLC37A4	357	452
SLC38A1	488	504
SLC38A10	1120	1120
SLC38A11	407	407
SLC38A2	507	507
SLC38A3	505	505
SLC38A4	548	548
SLC38A5	473	473
SLC38A6	522	522
SLC38A7	463	463
SLC38A8	436	436
SLC38A9	562	562
SLC39A1	325	325
SLC39A10	832	832
SLC39A11	343	343
SLC39A12	692	692
SLC39A12-AS1	0	0
SLC39A13	372	372
SLC39A14	493	493
SLC39A2	310	310
SLC39A3	315	315
SLC39A4	648	648
SLC39A5	541	541
SLC39A6	756	756
SLC39A7	470	470
SLC39A8	461	461
SLC39A9	308	308
SLC3A1	686	686
SLC3A2	631	632
SLC40A1	572	572
SLC41A1	514	514
SLC41A2	574	574
SLC41A3	508	508
SLC43A1	560	560
SLC43A2	570	574
SLC43A3	492	505
SLC44A1	658	658
SLC44A2	707	707
SLC44A3	654	654
SLC44A4	711	711
SLC44A5	720	720
SLC45A1	783	783
SLC45A2	531	531
SLC45A3	554	554
SLC45A4	799	809
SLC46A1	460	460
SLC46A2	476	476
SLC46A3	464	464
SLC47A1	571	571
SLC47A2	581	603
SLC48A1	147	147
SLC4A1	912	912
SLC4A10	1119	1119
SLC4A11	919	919
SLC4A1AP	797	797
SLC4A2	1242	1242
SLC4A3	1260	1260
SLC4A4	1095	1095
SLC4A5	1138	1138
SLC4A7	1215	1260
SLC4A8	1094	1094
SLC4A9	946	984
SLC50A1	222	222
SLC51A	341	341
SLC51B	129	129
SLC52A1	449	449
SLC52A2	446	446
SLC52A3	470	470
SLC5A1	665	665
SLC5A10	613	613
SLC5A11	676	676
SLC5A12	619	619
SLC5A2	673	673
SLC5A3	719	719
SLC5A4	660	660
SLC5A5	644	644
SLC5A6	636	636
SLC5A7	581	581
SLC5A8	611	611
SLC5A9	707	707
SLC6A1	600	600
SLC6A10P	0	0
SLC6A11	633	633
SLC6A12	615	615
SLC6A13	603	603
SLC6A14	643	643
SLC6A15	731	731
SLC6A16	737	737
SLC6A17	728	728
SLC6A18	629	629
SLC6A19	635	635
SLC6A1-AS1	0	0
SLC6A2	629	629
SLC6A20	593	593
SLC6A3	621	621
SLC6A4	631	631
SLC6A5	798	798
SLC6A6	722	722
SLC6A7	637	637
SLC6A8	636	636
SLC6A9	707	707
SLC7A1	630	630
SLC7A10	524	524
SLC7A11	502	502
SLC7A11-AS1	0	0
SLC7A13	471	471
SLC7A14	772	772
SLC7A2	699	699
SLC7A3	620	620
SLC7A4	636	636
SLC7A5	508	508
SLC7A5P2	0	0
SLC7A6	516	516
SLC7A6OS	310	310
SLC7A7	512	512
SLC7A8	536	536
SLC7A9	488	488
SLC8A1	974	974
SLC8A1-AS1	0	0
SLC8A2	922	922
SLC8A3	928	928
SLC8B1	585	585
SLC9A1	816	816
SLC9A2	813	813
SLC9A3	835	835
SLC9A3R1	359	359
SLC9A3R2	338	338
SLC9A4	799	799
SLC9A5	897	897
SLC9A6	702	702
SLC9A7	727	727
SLC9A7P1	0	0
SLC9A8	582	598
SLC9A9	646	646
SLC9A9-AS1	0	0
SLC9B1	516	516
SLC9B2	538	538
SLC9C1	1178	1178
SLC9C2	1125	1125
SLCO1A2	671	671
SLCO1B1	692	692
SLCO1B3	703	703
SLCO1B7	641	641
SLCO1C1	731	731
SLCO2A1	644	644
SLCO2B1	710	710
SLCO3A1	711	711
SLCO4A1	723	723
SLCO4A1-AS1	0	0
SLCO4C1	725	725
SLCO5A1	849	849
SLCO6A1	720	720
SLED1	0	0
SLF1	1059	1059
SLF2	1187	1187
SLFN11	902	902
SLFN12	579	579
SLFN12L	589	589
SLFN13	898	898
SLFN14	913	913
SLFN5	892	892
SLFNL1	408	408
SLFNL1-AS1	0	0
SLIRP	110	110
SLIT1	1535	1535
SLIT1-AS1	0	0
SLIT2	1530	1530
SLIT2-IT1	0	0
SLIT3	1531	1531
SLITRK1	697	697
SLITRK2	846	846
SLITRK3	978	978
SLITRK4	838	838
SLITRK5	959	959
SLITRK6	842	842
SLK	1236	1236
SLMAP	812	829
SLMO2-ATP5E	0	0
SLN	32	32
SLPI	133	133
SLTM	1035	1035
SLU7	587	587
SLURP1	104	104
SLX1A	276	276
SLX1A-SULT1A3	0	0
SLX1B	276	276
SLX1B-SULT1A4	0	0
SLX4	1835	1835
SLX4IP	409	409
SMA4	0	0
SMA5	0	0
SMAD1	466	466
SMAD1-AS1	0	0
SMAD1-AS2	0	0
SMAD2	468	468
SMAD3	426	426
SMAD4	553	553
SMAD5	465	465
SMAD5-AS1	0	0
SMAD6	497	497
SMAD7	427	427
SMAD9	468	468
SMAGP	98	98
SMAP1	468	468
SMAP2	430	430
SMARCA1	1055	1071
SMARCA2	1591	1591
SMARCA4	1680	1680
SMARCA5	1053	1053
SMARCA5-AS1	0	0
SMARCAD1	1029	1029
SMARCAL1	955	955
SMARCB1	386	395
SMARCC1	1106	1106
SMARCC2	1215	1246
SMARCD1	516	516
SMARCD2	532	532
SMARCD3	484	484
SMARCE1	412	412
SMC1A	1234	1234
SMC1B	1236	1236
SMC2	1198	1198
SMC2-AS1	0	0
SMC3	1218	1218
SMC4	1289	1289
SMC5	1102	1102
SMC5-AS1	0	0
SMC6	1092	1092
SMCHD1	2006	2006
SMCO1	215	215
SMCO2	344	344
SMCO3	226	226
SMCO4	60	60
SMCP	117	117
SMCR2	0	0
SMCR5	0	0
SMCR8	938	938
SMDT1	108	108
SMG1	3662	3662
SMG1P1	0	0
SMG1P2	0	0
SMG1P3	0	0
SMG1P5	0	0
SMG1P6	0	0
SMG1P7	0	0
SMG5	1017	1017
SMG6	1420	1420
SMG7	1179	1179
SMG7-AS1	0	0
SMG8	992	992
SMG9	521	521
SMIM1	79	79
SMIM10	84	84
SMIM10L1	69	69
SMIM10L2A	0	0
SMIM10L2B	0	0
SMIM11A	59	59
SMIM12	93	93
SMIM13	92	92
SMIM14	100	100
SMIM15	75	75
SMIM15-AS1	0	0
SMIM17	119	119
SMIM18	96	96
SMIM19	108	108
SMIM2	86	86
SMIM20	68	68
SMIM21	102	102
SMIM22	89	89
SMIM23	173	173
SMIM24	131	131
SMIM2-AS1	0	0
SMIM2-IT1	0	0
SMIM3	61	61
SMIM4	71	71
SMIM5	78	78
SMIM6	63	63
SMIM7	76	104
SMIM8	98	98
SMIM9	100	100
SMKR1	66	66
SMLR1	108	108
SMN1	295	295
SMN2	295	295
SMNDC1	239	239
SMO	788	788
SMOC1	436	436
SMOC2	458	458
SMOX	586	586
SMPD1	632	632
SMPD2	424	424
SMPD3	656	656
SMPD4	838	867
SMPDL3A	454	454
SMPDL3B	456	456
SMPX	89	89
SMR3A	135	135
SMR3B	80	80
SMS	367	367
SMTN	1003	1003
SMTNL1	495	495
SMTNL2	462	462
SMU1	514	514
SMUG1	271	271
SMURF1	758	758
SMURF2	749	749
SMYD1	491	491
SMYD2	434	434
SMYD3	429	429
SMYD4	805	805
SMYD5	419	419
SNAI1	265	265
SNAI2	269	269
SNAI3	293	293
SNAI3-AS1	0	0
SNAP23	212	212
SNAP25	207	207
SNAP25-AS1	0	0
SNAP29	259	259
SNAP47	465	465
SNAP91	908	908
SNAPC1	369	369
SNAPC2	335	335
SNAPC3	412	412
SNAPC4	1470	1470
SNAPC5	99	99
SNAPIN	137	137
SNAR-A1	0	0
SNAR-A10	0	0
SNAR-A11	0	0
SNAR-A12	0	0
SNAR-A13	0	0
SNAR-A14	0	0
SNAR-A2	0	0
SNAR-A3	0	0
SNAR-A4	0	0
SNAR-A5	0	0
SNAR-A6	0	0
SNAR-A7	0	0
SNAR-A8	0	0
SNAR-A9	0	0
SNAR-B1	0	0
SNAR-B2	0	0
SNAR-C1	0	0
SNAR-C2	0	0
SNAR-C3	0	0
SNAR-C4	0	0
SNAR-C5	0	0
SNAR-D	0	0
SNAR-E	0	0
SNAR-F	0	0
SNAR-G1	0	0
SNAR-G2	0	0
SNAR-H	0	0
SNAR-I	0	0
SNCA	141	141
SNCA-AS1	0	0
SNCAIP	920	1017
SNCB	135	135
SNCG	128	128
SND1	911	911
SND1-IT1	0	0
SNED1	1414	1414
SNF8	259	259
SNHG1	0	0
SNHG10	0	0
SNHG11	0	0
SNHG12	0	0
SNHG15	0	0
SNHG16	0	0
SNHG17	0	0
SNHG18	0	0
SNHG19	0	0
SNHG20	0	0
SNHG21	0	0
SNHG22	0	0
SNHG24	0	0
SNHG25	0	0
SNHG3	0	0
SNHG4	0	0
SNHG5	0	0
SNHG6	0	0
SNHG7	0	0
SNHG8	0	0
SNHG9	0	0
SNIP1	397	397
SNN	89	89
SNORA1	0	0
SNORA10	0	0
SNORA100	0	0
SNORA101A	0	0
SNORA101B	0	0
SNORA103	0	0
SNORA104	0	0
SNORA105A	0	0
SNORA105B	0	0
SNORA105C	0	0
SNORA107	0	0
SNORA108	0	0
SNORA109	0	0
SNORA11	0	0
SNORA110	0	0
SNORA111	0	0
SNORA11B	0	0
SNORA11C	0	0
SNORA11D	0	0
SNORA11E	0	0
SNORA12	0	0
SNORA13	0	0
SNORA14A	0	0
SNORA14B	0	0
SNORA15	0	0
SNORA16A	0	0
SNORA16B	0	0
SNORA17A	0	0
SNORA17B	0	0
SNORA18	0	0
SNORA19	0	0
SNORA20	0	0
SNORA21	0	0
SNORA22	0	0
SNORA23	0	0
SNORA24	0	0
SNORA25	0	0
SNORA26	0	0
SNORA27	0	0
SNORA28	0	0
SNORA29	0	0
SNORA2A	0	0
SNORA2B	0	0
SNORA2C	0	0
SNORA30	0	0
SNORA31	0	0
SNORA32	0	0
SNORA33	0	0
SNORA35	0	0
SNORA36A	0	0
SNORA36B	0	0
SNORA36C	0	0
SNORA37	0	0
SNORA38	0	0
SNORA38B	0	0
SNORA3A	0	0
SNORA3B	0	0
SNORA4	0	0
SNORA40	0	0
SNORA41	0	0
SNORA44	0	0
SNORA46	0	0
SNORA47	0	0
SNORA48	0	0
SNORA49	0	0
SNORA50A	0	0
SNORA50C	0	0
SNORA51	0	0
SNORA52	0	0
SNORA53	0	0
SNORA54	0	0
SNORA55	0	0
SNORA56	0	0
SNORA57	0	0
SNORA58	0	0
SNORA59A	0	0
SNORA59B	0	0
SNORA5A	0	0
SNORA5B	0	0
SNORA5C	0	0
SNORA6	0	0
SNORA60	0	0
SNORA61	0	0
SNORA62	0	0
SNORA63	0	0
SNORA64	0	0
SNORA65	0	0
SNORA66	0	0
SNORA67	0	0
SNORA68	0	0
SNORA69	0	0
SNORA70	0	0
SNORA70B	0	0
SNORA70C	0	0
SNORA70D	0	0
SNORA70E	0	0
SNORA70F	0	0
SNORA70G	0	0
SNORA71A	0	0
SNORA71B	0	0
SNORA71C	0	0
SNORA71D	0	0
SNORA71E	0	0
SNORA72	0	0
SNORA73A	0	0
SNORA73B	0	0
SNORA74A	0	0
SNORA74B	0	0
SNORA75	0	0
SNORA77	0	0
SNORA78	0	0
SNORA79	0	0
SNORA7A	0	0
SNORA7B	0	0
SNORA8	0	0
SNORA80A	0	0
SNORA80B	0	0
SNORA80E	0	0
SNORA81	0	0
SNORA84	0	0
SNORA86	0	0
SNORA87	0	0
SNORA88	0	0
SNORA89	0	0
SNORA9	0	0
SNORA90	0	0
SNORA91	0	0
SNORA92	0	0
SNORA93	0	0
SNORA94	0	0
SNORA95	0	0
SNORA98	0	0
SNORA99	0	0
SNORD10	0	0
SNORD100	0	0
SNORD101	0	0
SNORD102	0	0
SNORD103A	0	0
SNORD103B	0	0
SNORD103C	0	0
SNORD104	0	0
SNORD105	0	0
SNORD105B	0	0
SNORD107	0	0
SNORD108	0	0
SNORD109A	0	0
SNORD109B	0	0
SNORD11	0	0
SNORD110	0	0
SNORD111	0	0
SNORD111B	0	0
SNORD112	0	0
SNORD113-1	0	0
SNORD113-2	0	0
SNORD113-3	0	0
SNORD113-4	0	0
SNORD113-5	0	0
SNORD113-6	0	0
SNORD113-7	0	0
SNORD113-8	0	0
SNORD113-9	0	0
SNORD114-1	0	0
SNORD114-10	0	0
SNORD114-11	0	0
SNORD114-12	0	0
SNORD114-13	0	0
SNORD114-14	0	0
SNORD114-15	0	0
SNORD114-16	0	0
SNORD114-17	0	0
SNORD114-18	0	0
SNORD114-19	0	0
SNORD114-2	0	0
SNORD114-20	0	0
SNORD114-21	0	0
SNORD114-22	0	0
SNORD114-23	0	0
SNORD114-24	0	0
SNORD114-25	0	0
SNORD114-26	0	0
SNORD114-27	0	0
SNORD114-28	0	0
SNORD114-29	0	0
SNORD114-3	0	0
SNORD114-30	0	0
SNORD114-31	0	0
SNORD114-4	0	0
SNORD114-5	0	0
SNORD114-6	0	0
SNORD114-7	0	0
SNORD114-8	0	0
SNORD114-9	0	0
SNORD115-1	0	0
SNORD115-10	0	0
SNORD115-11	0	0
SNORD115-12	0	0
SNORD115-13	0	0
SNORD115-14	0	0
SNORD115-15	0	0
SNORD115-16	0	0
SNORD115-17	0	0
SNORD115-18	0	0
SNORD115-19	0	0
SNORD115-2	0	0
SNORD115-20	0	0
SNORD115-21	0	0
SNORD115-22	0	0
SNORD115-23	0	0
SNORD115-24	0	0
SNORD115-25	0	0
SNORD115-26	0	0
SNORD115-27	0	0
SNORD115-28	0	0
SNORD115-29	0	0
SNORD115-3	0	0
SNORD115-30	0	0
SNORD115-31	0	0
SNORD115-32	0	0
SNORD115-33	0	0
SNORD115-34	0	0
SNORD115-35	0	0
SNORD115-36	0	0
SNORD115-37	0	0
SNORD115-38	0	0
SNORD115-39	0	0
SNORD115-4	0	0
SNORD115-40	0	0
SNORD115-41	0	0
SNORD115-42	0	0
SNORD115-43	0	0
SNORD115-44	0	0
SNORD115-45	0	0
SNORD115-46	0	0
SNORD115-47	0	0
SNORD115-48	0	0
SNORD115-5	0	0
SNORD115-6	0	0
SNORD115-7	0	0
SNORD115-8	0	0
SNORD115-9	0	0
SNORD116-1	0	0
SNORD116-10	0	0
SNORD116-11	0	0
SNORD116-12	0	0
SNORD116-13	0	0
SNORD116-14	0	0
SNORD116-15	0	0
SNORD116-16	0	0
SNORD116-17	0	0
SNORD116-18	0	0
SNORD116-19	0	0
SNORD116-2	0	0
SNORD116-20	0	0
SNORD116-21	0	0
SNORD116-22	0	0
SNORD116-23	0	0
SNORD116-24	0	0
SNORD116-25	0	0
SNORD116-26	0	0
SNORD116-27	0	0
SNORD116-28	0	0
SNORD116-29	0	0
SNORD116-3	0	0
SNORD116-30	0	0
SNORD116-4	0	0
SNORD116-5	0	0
SNORD116-6	0	0
SNORD116-7	0	0
SNORD116-8	0	0
SNORD116-9	0	0
SNORD117	0	0
SNORD118	0	0
SNORD119	0	0
SNORD11B	0	0
SNORD12	0	0
SNORD121A	0	0
SNORD121B	0	0
SNORD123	0	0
SNORD124	0	0
SNORD125	0	0
SNORD126	0	0
SNORD127	0	0
SNORD128	0	0
SNORD129	0	0
SNORD12B	0	0
SNORD12C	0	0
SNORD13	0	0
SNORD130	0	0
SNORD131	0	0
SNORD132	0	0
SNORD133	0	0
SNORD134	0	0
SNORD135	0	0
SNORD136	0	0
SNORD137	0	0
SNORD139	0	0
SNORD140	0	0
SNORD141A	0	0
SNORD141B	0	0
SNORD142	0	0
SNORD143	0	0
SNORD144	0	0
SNORD14A	0	0
SNORD14B	0	0
SNORD14C	0	0
SNORD14D	0	0
SNORD14E	0	0
SNORD15A	0	0
SNORD15B	0	0
SNORD16	0	0
SNORD17	0	0
SNORD18A	0	0
SNORD18B	0	0
SNORD18C	0	0
SNORD19	0	0
SNORD19B	0	0
SNORD1A	0	0
SNORD1B	0	0
SNORD1C	0	0
SNORD2	0	0
SNORD20	0	0
SNORD21	0	0
SNORD22	0	0
SNORD23	0	0
SNORD24	0	0
SNORD25	0	0
SNORD26	0	0
SNORD27	0	0
SNORD28	0	0
SNORD29	0	0
SNORD30	0	0
SNORD31	0	0
SNORD32A	0	0
SNORD32B	0	0
SNORD33	0	0
SNORD34	0	0
SNORD35A	0	0
SNORD35B	0	0
SNORD36A	0	0
SNORD36B	0	0
SNORD36C	0	0
SNORD37	0	0
SNORD38A	0	0
SNORD38B	0	0
SNORD3A	0	0
SNORD3B-1	0	0
SNORD3B-2	0	0
SNORD3C	0	0
SNORD3D	0	0
SNORD41	0	0
SNORD42A	0	0
SNORD42B	0	0
SNORD43	0	0
SNORD44	0	0
SNORD45A	0	0
SNORD45B	0	0
SNORD45C	0	0
SNORD46	0	0
SNORD47	0	0
SNORD48	0	0
SNORD49A	0	0
SNORD49B	0	0
SNORD4A	0	0
SNORD4B	0	0
SNORD5	0	0
SNORD50A	0	0
SNORD50B	0	0
SNORD51	0	0
SNORD52	0	0
SNORD53	0	0
SNORD54	0	0
SNORD55	0	0
SNORD56	0	0
SNORD56B	0	0
SNORD57	0	0
SNORD58A	0	0
SNORD58B	0	0
SNORD58C	0	0
SNORD59A	0	0
SNORD59B	0	0
SNORD6	0	0
SNORD60	0	0
SNORD61	0	0
SNORD62A	0	0
SNORD62B	0	0
SNORD63	0	0
SNORD64	0	0
SNORD65	0	0
SNORD66	0	0
SNORD67	0	0
SNORD68	0	0
SNORD69	0	0
SNORD7	0	0
SNORD70	0	0
SNORD71	0	0
SNORD72	0	0
SNORD73A	0	0
SNORD74	0	0
SNORD75	0	0
SNORD76	0	0
SNORD77	0	0
SNORD78	0	0
SNORD79	0	0
SNORD8	0	0
SNORD80	0	0
SNORD81	0	0
SNORD82	0	0
SNORD83A	0	0
SNORD83B	0	0
SNORD84	0	0
SNORD86	0	0
SNORD87	0	0
SNORD88A	0	0
SNORD88B	0	0
SNORD88C	0	0
SNORD89	0	0
SNORD9	0	0
SNORD90	0	0
SNORD91A	0	0
SNORD91B	0	0
SNORD92	0	0
SNORD93	0	0
SNORD94	0	0
SNORD95	0	0
SNORD96A	0	0
SNORD96B	0	0
SNORD97	0	0
SNORD98	0	0
SNORD99	0	0
SNPH	495	539
SNRK	766	766
SNRK-AS1	0	0
SNRNP200	2137	2137
SNRNP25	133	133
SNRNP27	156	156
SNRNP35	247	252
SNRNP40	358	358
SNRNP48	340	340
SNRNP70	438	438
SNRPA	283	283
SNRPA1	256	256
SNRPB	241	241
SNRPB2	226	226
SNRPC	160	160
SNRPD1	120	120
SNRPD2	119	119
SNRPD2P2	0	0
SNRPD3	127	127
SNRPE	93	93
SNRPF	87	87
SNRPG	77	97
SNRPN	241	241
SNTA1	506	506
SNTB1	539	539
SNTB2	541	541
SNTG1	518	518
SNTG2	540	540
SNTN	148	148
SNU13	129	129
SNUPN	361	361
SNURF	72	72
SNW1	537	572
SNX1	558	558
SNX10	202	228
SNX11	271	271
SNX12	163	163
SNX13	958	958
SNX14	947	947
SNX15	257	343
SNX16	345	345
SNX17	471	471
SNX18	625	629
SNX19	993	993
SNX2	520	520
SNX20	317	317
SNX21	374	374
SNX22	194	194
SNX24	170	170
SNX25	841	841
SNX27	529	542
SNX29	814	814
SNX29P1	0	0
SNX29P2	0	0
SNX3	163	163
SNX30	438	438
SNX31	441	441
SNX32	404	404
SNX33	575	575
SNX4	451	451
SNX5	405	405
SNX6	419	419
SNX7	452	452
SNX8	466	466
SNX9	596	596
SOAT1	551	551
SOAT2	523	523
SOBP	874	874
SOCS1	212	212
SOCS2	199	199
SOCS2-AS1	0	0
SOCS3	226	226
SOCS4	441	441
SOCS5	537	537
SOCS6	536	536
SOCS7	582	582
SOD1	155	155
SOD2	223	223
SOD3	241	241
SOGA1	1662	1662
SOGA3	948	948
SOHLH1	388	388
SOHLH2	426	426
SON	2427	2427
SORBS1	1293	1293
SORBS2	1201	1201
SORBS3	672	672
SORCS1	1199	1199
SORCS2	1160	1160
SORCS3	1223	1223
SORCS3-AS1	0	0
SORD	358	358
SORL1	2215	2215
SORT1	832	832
SOS1	1334	1334
SOS2	1333	1333
SOST	214	214
SOSTDC1	207	207
SOWAHA	550	550
SOWAHB	794	794
SOWAHC	526	526
SOWAHD	316	316
SOX1	392	392
SOX10	467	467
SOX11	442	442
SOX12	316	316
SOX13	623	623
SOX14	241	241
SOX15	234	234
SOX17	415	415
SOX18	385	385
SOX2	318	318
SOX21	277	277
SOX21-AS1	0	0
SOX2-OT	0	0
SOX3	447	447
SOX30	754	754
SOX4	475	475
SOX5	764	764
SOX6	842	842
SOX7	389	389
SOX8	447	447
SOX9	510	510
SOX9-AS1	0	0
SP1	786	786
SP100	886	886
SP110	714	714
SP140	868	868
SP140L	581	581
SP2	614	614
SP2-AS1	0	0
SP3	782	782
SP4	785	785
SP5	399	399
SP6	377	377
SP7	432	432
SP8	509	509
SP9	485	485
